scheme_name,state,category,department,eligibility,benefits,documents_required,application_process,official_website,min_income,max_income,min_age,max_age,gender,target_category
Seva Benefit Scheme 2271,Odisha,Farmer,Social Welfare,Resident of Odisha; category Farmer; annual income between 150000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2271,150000,350000,21,0,All,Farmer
Seva Benefit Scheme 2272,Tamil Nadu,ST,Skill Development,Resident of Tamil Nadu; category ST; annual income between 0 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2272,0,300000,21,60,All,ST
Seva Benefit Scheme 2273,Tamil Nadu,Minority,Education,Resident of Tamil Nadu; category Minority; annual income between 0 and 300000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2273,0,300000,60,0,Male,Minority
Seva Benefit Scheme 2274,Tamil Nadu,General,Social Welfare,Resident of Tamil Nadu; category General; annual income between 100000 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2274,100000,200000,21,35,Male,General
Seva Benefit Scheme 2275,Gujarat,OBC,Social Welfare,Resident of Gujarat; category OBC; annual income between 100000 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2275,100000,300000,21,35,Male,OBC
Seva Benefit Scheme 2276,Andhra Pradesh,Minority,Agriculture,Resident of Andhra Pradesh; category Minority; annual income between 50000 and 550000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2276,50000,550000,60,80,Female,Minority
Seva Benefit Scheme 2277,West Bengal,ST,Rural Development,Resident of West Bengal; category ST; annual income between 0 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2277,0,200000,18,60,All,ST
Seva Benefit Scheme 2278,Andhra Pradesh,Minority,Agriculture,Resident of Andhra Pradesh; category Minority; annual income between 150000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2278,150000,350000,45,60,Female,Minority
Seva Benefit Scheme 2279,Gujarat,SC,Women & Child,Resident of Gujarat; category SC; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2279,50000,550000,21,0,Male,SC
Seva Benefit Scheme 2280,Andhra Pradesh,Senior Citizen,Social Welfare,Resident of Andhra Pradesh; category Senior Citizen; annual income between 50000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2280,50000,350000,18,35,All,Senior Citizen
Seva Benefit Scheme 2281,Maharashtra,Student,Skill Development,Resident of Maharashtra; category Student; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2281,0,500000,60,60,All,Student
Seva Benefit Scheme 2282,Uttar Pradesh,Women,Women & Child,Resident of Uttar Pradesh; category Women; annual income between 100000 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2282,100000,300000,0,80,Male,Women
Seva Benefit Scheme 2283,Odisha,Student,Education,Resident of Odisha; category Student; annual income between 150000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2283,150000,350000,40,60,Female,Student
Seva Benefit Scheme 2284,Rajasthan,Student,Agriculture,Resident of Rajasthan; category Student; annual income between 50000 and 250000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2284,50000,250000,40,80,Male,Student
Seva Benefit Scheme 2285,Gujarat,Disabled,Social Welfare,Resident of Gujarat; category Disabled; annual income between 0 and 500000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2285,0,500000,40,80,Female,Disabled
Seva Benefit Scheme 2286,Rajasthan,Women,Rural Development,Resident of Rajasthan; category Women; annual income between 100000 and 300000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2286,100000,300000,0,80,Male,Women
Seva Benefit Scheme 2287,Gujarat,SC,Women & Child,Resident of Gujarat; category SC; annual income between 150000 and 650000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2287,150000,650000,45,60,Female,SC
Seva Benefit Scheme 2288,Bihar,Student,Rural Development,Resident of Bihar; category Student; annual income between 50000 and 150000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2288,50000,150000,40,0,Male,Student
Seva Benefit Scheme 2289,Delhi,OBC,Rural Development,Resident of Delhi; category OBC; annual income between 50000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2289,50000,250000,60,80,Male,OBC
Seva Benefit Scheme 2290,Odisha,SC,Women & Child,Resident of Odisha; category SC; annual income between 100000 and 400000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2290,100000,400000,18,45,Female,SC
Seva Benefit Scheme 2291,Andhra Pradesh,OBC,Social Welfare,Resident of Andhra Pradesh; category OBC; annual income between 100000 and 600000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2291,100000,600000,60,80,Male,OBC
Seva Benefit Scheme 2292,Bihar,Student,Health,Resident of Bihar; category Student; annual income between 0 and 500000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2292,0,500000,35,40,Female,Student
Seva Benefit Scheme 2293,Maharashtra,SC,Skill Development,Resident of Maharashtra; category SC; annual income between 50000 and 150000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2293,50000,150000,0,60,All,SC
Seva Benefit Scheme 2294,Tamil Nadu,SC,Women & Child,Resident of Tamil Nadu; category SC; annual income between 0 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2294,0,300000,0,80,Male,SC
Seva Benefit Scheme 2295,Odisha,Minority,Education,Resident of Odisha; category Minority; annual income between 150000 and 450000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2295,150000,450000,35,40,Female,Minority
Seva Benefit Scheme 2296,Karnataka,General,Education,Resident of Karnataka; category General; annual income between 0 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2296,0,300000,18,45,All,General
Seva Benefit Scheme 2297,Odisha,Minority,Minority Affairs,Resident of Odisha; category Minority; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2297,50000,150000,35,60,Female,Minority
Seva Benefit Scheme 2298,Delhi,General,Education,Resident of Delhi; category General; annual income between 100000 and 600000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2298,100000,600000,21,0,Female,General
Seva Benefit Scheme 2299,Rajasthan,Disabled,Agriculture,Resident of Rajasthan; category Disabled; annual income between 100000 and 400000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2299,100000,400000,21,45,All,Disabled
Seva Benefit Scheme 2300,Delhi,Minority,Women & Child,Resident of Delhi; category Minority; annual income between 100000 and 400000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2300,100000,400000,18,80,Male,Minority
Seva Benefit Scheme 2301,Delhi,General,Social Welfare,Resident of Delhi; category General; annual income between 100000 and 600000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2301,100000,600000,0,35,Female,General
Seva Benefit Scheme 2302,Andhra Pradesh,Student,Education,Resident of Andhra Pradesh; category Student; annual income between 100000 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2302,100000,200000,35,40,Female,Student
Seva Benefit Scheme 2303,Maharashtra,ST,Women & Child,Resident of Maharashtra; category ST; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2303,50000,250000,60,80,All,ST
Seva Benefit Scheme 2304,West Bengal,SC,Social Welfare,Resident of West Bengal; category SC; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2304,50000,550000,0,0,Female,SC
Seva Benefit Scheme 2305,Bihar,SC,Skill Development,Resident of Bihar; category SC; annual income between 50000 and 250000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2305,50000,250000,0,35,Male,SC
Seva Benefit Scheme 2306,Maharashtra,Student,Women & Child,Resident of Maharashtra; category Student; annual income between 0 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2306,0,200000,18,0,Male,Student
Seva Benefit Scheme 2307,Uttar Pradesh,General,Health,Resident of Uttar Pradesh; category General; annual income between 150000 and 450000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2307,150000,450000,45,60,Female,General
Seva Benefit Scheme 2308,Gujarat,Farmer,Skill Development,Resident of Gujarat; category Farmer; annual income between 150000 and 650000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2308,150000,650000,35,40,Male,Farmer
Seva Benefit Scheme 2309,Delhi,Student,Women & Child,Resident of Delhi; category Student; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2309,50000,150000,0,45,Female,Student
Seva Benefit Scheme 2310,Rajasthan,Farmer,Health,Resident of Rajasthan; category Farmer; annual income between 100000 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2310,100000,300000,40,0,All,Farmer
Seva Benefit Scheme 2311,West Bengal,Farmer,Agriculture,Resident of West Bengal; category Farmer; annual income between 0 and 500000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2311,0,500000,40,45,Male,Farmer
Seva Benefit Scheme 2312,Uttar Pradesh,General,Women & Child,Resident of Uttar Pradesh; category General; annual income between 150000 and 450000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2312,150000,450000,40,0,Male,General
Seva Benefit Scheme 2313,Andhra Pradesh,SC,Social Welfare,Resident of Andhra Pradesh; category SC; annual income between 150000 and 250000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2313,150000,250000,21,35,Female,SC
Seva Benefit Scheme 2314,Gujarat,Student,Agriculture,Resident of Gujarat; category Student; annual income between 50000 and 150000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2314,50000,150000,40,0,All,Student
Seva Benefit Scheme 2315,Bihar,SC,Women & Child,Resident of Bihar; category SC; annual income between 150000 and 450000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2315,150000,450000,0,80,All,SC
Seva Benefit Scheme 2316,Odisha,Student,Agriculture,Resident of Odisha; category Student; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2316,100000,600000,0,80,Male,Student
Seva Benefit Scheme 2317,Gujarat,ST,Rural Development,Resident of Gujarat; category ST; annual income between 150000 and 450000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2317,150000,450000,40,45,All,ST
Seva Benefit Scheme 2318,Karnataka,Minority,Health,Resident of Karnataka; category Minority; annual income between 100000 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2318,100000,300000,60,60,All,Minority
Seva Benefit Scheme 2319,West Bengal,Women,Skill Development,Resident of West Bengal; category Women; annual income between 50000 and 550000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2319,50000,550000,21,60,All,Women
Seva Benefit Scheme 2320,Maharashtra,Farmer,Health,Resident of Maharashtra; category Farmer; annual income between 0 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2320,0,200000,21,60,All,Farmer
Seva Benefit Scheme 2321,Delhi,General,Women & Child,Resident of Delhi; category General; annual income between 50000 and 150000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2321,50000,150000,35,60,Female,General
Seva Benefit Scheme 2322,Delhi,General,Agriculture,Resident of Delhi; category General; annual income between 100000 and 400000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2322,100000,400000,0,45,Female,General
Seva Benefit Scheme 2323,Karnataka,General,Women & Child,Resident of Karnataka; category General; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2323,50000,550000,21,0,All,General
Seva Benefit Scheme 2324,Uttar Pradesh,Senior Citizen,Rural Development,Resident of Uttar Pradesh; category Senior Citizen; annual income between 50000 and 550000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2324,50000,550000,40,0,Male,Senior Citizen
Seva Benefit Scheme 2325,Andhra Pradesh,General,Skill Development,Resident of Andhra Pradesh; category General; annual income between 150000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2325,150000,250000,18,45,Female,General
Seva Benefit Scheme 2326,Uttar Pradesh,Minority,Rural Development,Resident of Uttar Pradesh; category Minority; annual income between 150000 and 450000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2326,150000,450000,60,60,Female,Minority
Seva Benefit Scheme 2327,Maharashtra,General,Minority Affairs,Resident of Maharashtra; category General; annual income between 0 and 300000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2327,0,300000,18,45,All,General
Seva Benefit Scheme 2328,Bihar,Student,Agriculture,Resident of Bihar; category Student; annual income between 50000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2328,50000,250000,21,0,All,Student
Seva Benefit Scheme 2329,Uttar Pradesh,Women,Women & Child,Resident of Uttar Pradesh; category Women; annual income between 150000 and 450000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2329,150000,450000,0,80,Male,Women
Seva Benefit Scheme 2330,Tamil Nadu,ST,Education,Resident of Tamil Nadu; category ST; annual income between 150000 and 450000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2330,150000,450000,40,0,Female,ST
Seva Benefit Scheme 2331,Odisha,Minority,Health,Resident of Odisha; category Minority; annual income between 50000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2331,50000,350000,40,45,Male,Minority
Seva Benefit Scheme 2332,Bihar,Disabled,Rural Development,Resident of Bihar; category Disabled; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2332,50000,150000,40,60,Female,Disabled
Seva Benefit Scheme 2333,Karnataka,ST,Agriculture,Resident of Karnataka; category ST; annual income between 0 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2333,0,200000,18,45,Female,ST
Seva Benefit Scheme 2334,Maharashtra,OBC,Health,Resident of Maharashtra; category OBC; annual income between 100000 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2334,100000,300000,21,35,Male,OBC
Seva Benefit Scheme 2335,West Bengal,Women,Health,Resident of West Bengal; category Women; annual income between 100000 and 600000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2335,100000,600000,60,60,Female,Women
Seva Benefit Scheme 2336,Odisha,SC,Health,Resident of Odisha; category SC; annual income between 0 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2336,0,300000,60,80,Female,SC
Seva Benefit Scheme 2337,Gujarat,Disabled,Skill Development,Resident of Gujarat; category Disabled; annual income between 0 and 200000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2337,0,200000,35,40,Male,Disabled
Seva Benefit Scheme 2338,Uttar Pradesh,Women,Rural Development,Resident of Uttar Pradesh; category Women; annual income between 150000 and 450000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2338,150000,450000,40,60,Female,Women
Seva Benefit Scheme 2339,Odisha,Student,Women & Child,Resident of Odisha; category Student; annual income between 100000 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2339,100000,200000,18,60,Female,Student
Seva Benefit Scheme 2340,Karnataka,Student,Education,Resident of Karnataka; category Student; annual income between 0 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2340,0,200000,21,60,Female,Student
Seva Benefit Scheme 2341,Uttar Pradesh,Women,Education,Resident of Uttar Pradesh; category Women; annual income between 0 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2341,0,200000,21,0,All,Women
Seva Benefit Scheme 2342,Gujarat,Student,Social Welfare,Resident of Gujarat; category Student; annual income between 100000 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2342,100000,300000,60,80,Male,Student
Seva Benefit Scheme 2343,Uttar Pradesh,Farmer,Rural Development,Resident of Uttar Pradesh; category Farmer; annual income between 100000 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2343,100000,200000,35,60,All,Farmer
Seva Benefit Scheme 2344,Maharashtra,Minority,Skill Development,Resident of Maharashtra; category Minority; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2344,50000,550000,0,35,All,Minority
Seva Benefit Scheme 2345,Bihar,SC,Agriculture,Resident of Bihar; category SC; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2345,50000,350000,18,35,All,SC
Seva Benefit Scheme 2346,Maharashtra,SC,Agriculture,Resident of Maharashtra; category SC; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2346,50000,250000,40,60,All,SC
Seva Benefit Scheme 2347,Gujarat,Minority,Health,Resident of Gujarat; category Minority; annual income between 150000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2347,150000,250000,18,60,All,Minority
Seva Benefit Scheme 2348,Andhra Pradesh,OBC,Minority Affairs,Resident of Andhra Pradesh; category OBC; annual income between 50000 and 250000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2348,50000,250000,21,35,Female,OBC
Seva Benefit Scheme 2349,Odisha,Disabled,Minority Affairs,Resident of Odisha; category Disabled; annual income between 150000 and 650000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2349,150000,650000,21,0,Male,Disabled
Seva Benefit Scheme 2350,Gujarat,Senior Citizen,Women & Child,Resident of Gujarat; category Senior Citizen; annual income between 50000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2350,50000,350000,21,45,Male,Senior Citizen
Seva Benefit Scheme 2351,Bihar,Student,Agriculture,Resident of Bihar; category Student; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2351,50000,150000,21,35,All,Student
Seva Benefit Scheme 2352,Maharashtra,Women,Education,Resident of Maharashtra; category Women; annual income between 0 and 100000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2352,0,100000,21,80,Female,Women
Seva Benefit Scheme 2353,West Bengal,Women,Education,Resident of West Bengal; category Women; annual income between 150000 and 650000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2353,150000,650000,40,0,All,Women
Seva Benefit Scheme 2354,Andhra Pradesh,OBC,Agriculture,Resident of Andhra Pradesh; category OBC; annual income between 50000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2354,50000,350000,35,40,All,OBC
Seva Benefit Scheme 2355,Bihar,Women,Women & Child,Resident of Bihar; category Women; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2355,50000,550000,0,35,Male,Women
Seva Benefit Scheme 2356,Karnataka,Disabled,Education,Resident of Karnataka; category Disabled; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2356,0,500000,35,60,All,Disabled
Seva Benefit Scheme 2357,Tamil Nadu,ST,Minority Affairs,Resident of Tamil Nadu; category ST; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2357,50000,250000,40,45,Female,ST
Seva Benefit Scheme 2358,Uttar Pradesh,General,Rural Development,Resident of Uttar Pradesh; category General; annual income between 150000 and 350000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2358,150000,350000,0,45,Female,General
Seva Benefit Scheme 2359,Delhi,SC,Skill Development,Resident of Delhi; category SC; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2359,100000,600000,18,45,Male,SC
Seva Benefit Scheme 2360,Maharashtra,Student,Skill Development,Resident of Maharashtra; category Student; annual income between 50000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2360,50000,350000,35,40,Male,Student
Seva Benefit Scheme 2361,Uttar Pradesh,Student,Minority Affairs,Resident of Uttar Pradesh; category Student; annual income between 150000 and 450000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2361,150000,450000,21,45,Male,Student
